Type,Root Function Name,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,
"Caller","Graph::getPool(void)","PushRelabel::discharge(class Node *)",17,17,0.05,0.05,
"Caller","Graph::getPool(void)","PushRelabel::relabel(class Node *)",8,8,0.03,0.03,
"Root","Graph::getSource(void)","Graph::getSource(void)",96,96,0.30,0.30,
"Caller","Graph::getSource(void)","PushRelabel::discharge(class Node *)",13,13,0.04,0.04,
"Caller","Graph::getSource(void)","PushRelabel::updateLabels(bool)",83,83,0.26,0.26,
"Root","Graph::getTarget(void)","Graph::getTarget(void)",23,23,0.07,0.07,
"Caller","Graph::getTarget(void)","PushRelabel::discharge(class Node *)",23,23,0.07,0.07,
"Root","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","1,422",0,4.49,0.00,
"Caller","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","_main","1,422",0,4.49,0.00,
"Callee","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","1,421",17,4.49,0.05,
"Callee","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > const &)",1,0,0.00,0.00,
"Root","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","1,421",17,4.49,0.05,
"Caller","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","Graph::Graph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","1,421",17,4.49,0.05,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","[PushRelabel.exe]",2,2,0.01,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","_atoi",252,2,0.80,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","`vector constructor iterator'(void *,unsigned int,int,void * (*)(void *))",12,0,0.04,0.00,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","EdgeEntry::EdgeEntry(int,int,int,class EdgeEntry *)",4,4,0.01,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","EdgeEntry::setReversed(class EdgeEntry *)",1,1,0.00,0.00,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","Node::addEdge(class EdgeEntry *)",4,4,0.01,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","Node::getLastEdge(void)",5,5,0.02,0.02,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","operator new(unsigned int)",83,2,0.26,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::~basic_string<char,struct std::char_traits<char>,class std::allocator<char> >(void)",74,5,0.23,0.02,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::at(unsigned int)",3,1,0.01,0.00,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::c_str(void)const ",7,3,0.02,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char const *,unsigned int)const ",79,2,0.25,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::length(void)const ",2,2,0.01,0.01,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::substr(unsigned int,unsigned int)const ",115,8,0.36,0.03,
"Callee","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)","std::getline<char,struct std::char_traits<char>,class std::allocator<char> >(class std::basic_istream<char,struct std::char_traits<char> > &,class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > &)",761,9,2.40,0.03,
"Root","HighLabelQueue::addNode(class Node *)","HighLabelQueue::addNode(class Node *)","1,006",60,3.18,0.19,
"Caller","HighLabelQueue::addNode(class Node *)","PushRelabel::discharge(class Node *)",687,39,2.17,0.12,
"Caller","HighLabelQueue::addNode(class Node *)","PushRelabel::relabel(class Node *)",319,21,1.01,0.07,
"Callee","HighLabelQueue::addNode(class Node *)","[PushRelabel.exe]",12,12,0.04,0.04,
"Callee","HighLabelQueue::addNode(class Node *)","HighLabelQueue::DList::insertFront(class Node *)",837,63,2.64,0.20,
"Callee","HighLabelQueue::addNode(class Node *)","Node::getLabel(void)",97,97,0.31,0.31,
"Root","HighLabelQueue::DList::insertFront(class Node *)","HighLabelQueue::DList::insertFront(class Node *)",837,63,2.64,0.20,
"Caller","HighLabelQueue::DList::insertFront(class Node *)","HighLabelQueue::addNode(class Node *)",837,63,2.64,0.20,
"Callee","HighLabelQueue::DList::insertFront(class Node *)","[PushRelabel.exe]",2,2,0.01,0.01,
"Callee","HighLabelQueue::DList::insertFront(class Node *)","_memset",40,40,0.13,0.13,
"Callee","HighLabelQueue::DList::insertFront(class Node *)","operator new(unsigned int)",732,14,2.31,0.04,
"Root","HighLabelQueue::DList::removeFront(void)","HighLabelQueue::DList::removeFront(void)","1,526",67,4.82,0.21,
"Caller","HighLabelQueue::DList::removeFront(void)","HighLabelQueue::getNode(void)","1,526",67,4.82,0.21,
"Callee","HighLabelQueue::DList::removeFront(void)","_free","1,459",19,4.61,0.06,
"Root","HighLabelQueue::findNewPtr(void)","HighLabelQueue::findNewPtr(void)",727,727,2.29,2.29,
"Caller","HighLabelQueue::findNewPtr(void)","HighLabelQueue::getNode(void)",727,727,2.29,2.29,
"Root","HighLabelQueue::getNode(void)","HighLabelQueue::getNode(void)","2,325",71,7.34,0.22,
"Caller","HighLabelQueue::getNode(void)","PushRelabel::flow(void)",4,0,0.01,0.00,
"Caller","HighLabelQueue::getNode(void)","PushRelabel::preflow(void)","2,321",71,7.33,0.22,
"Callee","HighLabelQueue::getNode(void)","[PushRelabel.exe]",1,1,0.00,0.00,
"Callee","HighLabelQueue::getNode(void)","HighLabelQueue::DList::removeFront(void)","1,526",67,4.82,0.21,
"Callee","HighLabelQueue::getNode(void)","HighLabelQueue::findNewPtr(void)",727,727,2.29,2.29,
"Root","Node::addEdge(class EdgeEntry *)","Node::addEdge(class EdgeEntry *)",4,4,0.01,0.01,
"Caller","Node::addEdge(class EdgeEntry *)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",4,4,0.01,0.01,
"Root","Node::decExcess(int)","Node::decExcess(int)",20,20,0.06,0.06,
"Caller","Node::decExcess(int)","PushRelabel::push(int,class EdgeEntry *,int)",20,20,0.06,0.06,
"Root","Node::getAdjList(void)","Node::getAdjList(void)",178,178,0.56,0.56,
"Caller","Node::getAdjList(void)","PushRelabel::discharge(class Node *)",30,30,0.09,0.09,
"Caller","Node::getAdjList(void)","PushRelabel::relabel(class Node *)",9,9,0.03,0.03,
"Caller","Node::getAdjList(void)","PushRelabel::updateLabels(bool)",139,139,0.44,0.44,
"Root","Node::getExcess(void)","Node::getExcess(void)",139,139,0.44,0.44,
"Caller","Node::getExcess(void)","PushRelabel::discharge(class Node *)",139,139,0.44,0.44,
"Root","Node::getID(void)","Node::getID(void)",59,59,0.19,0.19,
"Caller","Node::getID(void)","PushRelabel::discharge(class Node *)",59,59,0.19,0.19,
"Root","Node::getLabel(void)","Node::getLabel(void)","1,626","1,626",5.13,5.13,
"Caller","Node::getLabel(void)","HighLabelQueue::addNode(class Node *)",97,97,0.31,0.31,
"Caller","Node::getLabel(void)","PushRelabel::discharge(class Node *)",20,20,0.06,0.06,
"Caller","Node::getLabel(void)","PushRelabel::discharge_back(class Node *)",1,1,0.00,0.00,
"Caller","Node::getLabel(void)","PushRelabel::findClosestPushBack(class Node *)",1,1,0.00,0.00,
"Caller","Node::getLabel(void)","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)",294,294,0.93,0.93,
"Caller","Node::getLabel(void)","PushRelabel::relabel(class Node *)",104,104,0.33,0.33,
"Caller","Node::getLabel(void)","PushRelabel::updateLabels(bool)","1,109","1,109",3.50,3.50,
"Root","Node::getLastEdge(void)","Node::getLastEdge(void)",5,5,0.02,0.02,
"Caller","Node::getLastEdge(void)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",5,5,0.02,0.02,
"Root","Node::incExcess(int)","Node::incExcess(int)",52,52,0.16,0.16,
"Caller","Node::incExcess(int)","PushRelabel::push(int,class EdgeEntry *,int)",52,52,0.16,0.16,
"Root","Node::Node(void)","Node::Node(void)",27,2,0.09,0.01,
"Caller","Node::Node(void)","`vector constructor iterator'(void *,unsigned int,int,void * (*)(void *))",27,2,0.09,0.01,
"Callee","Node::Node(void)","operator new(unsigned int)",25,0,0.08,0.00,
"Root","Node::setLabel(int)","Node::setLabel(int)",618,618,1.95,1.95,
"Caller","Node::setLabel(int)","PushRelabel::relabel(class Node *)",4,4,0.01,0.01,
"Caller","Node::setLabel(int)","PushRelabel::updateLabels(bool)",614,614,1.94,1.94,
"Root","NodePool::isEmpty(void)","NodePool::isEmpty(void)",41,41,0.13,0.13,
"Caller","NodePool::isEmpty(void)","PushRelabel::preflow(void)",41,41,0.13,0.13,
"Root","operator delete(void *)","operator delete(void *)",8,0,0.03,0.00,
"Caller","operator delete(void *)","std::allocator<int>::deallocate(int *,unsigned int)",8,0,0.03,0.00,
"Callee","operator delete(void *)","__free_dbg",8,0,0.03,0.00,
"Root","operator new(unsigned int)","operator new(unsigned int)",850,17,2.68,0.05,
"Caller","operator new(unsigned int)","Graph::readGraph(class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >)",83,2,0.26,0.01,
"Caller","operator new(unsigned int)","HighLabelQueue::DList::insertFront(class Node *)",732,14,2.31,0.04,
"Caller","operator new(unsigned int)","Node::Node(void)",25,0,0.08,0.00,
"Caller","operator new(unsigned int)","operator new[](unsigned int)",1,0,0.00,0.00,
"Caller","operator new(unsigned int)","std::_Allocate<int>(unsigned int,int *)",9,1,0.03,0.00,
"Callee","operator new(unsigned int)","_malloc",833,14,2.63,0.04,
"Root","operator new(unsigned int,void *)","operator new(unsigned int,void *)",94,94,0.30,0.30,
"Caller","operator new(unsigned int,void *)","std::_Construct<int,int>(int *,int const &)",94,94,0.30,0.30,
"Root","operator new[](unsigned int)","operator new[](unsigned int)",1,0,0.00,0.00,
"Caller","operator new[](unsigned int)","_main",1,0,0.00,0.00,
"Callee","operator new[](unsigned int)","operator new(unsigned int)",1,0,0.00,0.00,
"Root","PushRelabel::calc(class Graph *,class Node *)","PushRelabel::calc(class Graph *,class Node *)","30,210",0,95.36,0.00,
"Caller","PushRelabel::calc(class Graph *,class Node *)","_main","30,210",0,95.36,0.00,
"Callee","PushRelabel::calc(class Graph *,class Node *)","__VEC_memcpy",1,0,0.00,0.00,
"Callee","PushRelabel::calc(class Graph *,class Node *)","PushRelabel::flow(void)","24,065",0,75.96,0.00,
"Callee","PushRelabel::calc(class Graph *,class Node *)","PushRelabel::preflow(void)","6,030",55,19.03,0.17,
"Callee","PushRelabel::calc(class Graph *,class Node *)","PushRelabel::updateLabels(bool)",114,11,0.36,0.03,
"Root","PushRelabel::discharge(class Node *)","PushRelabel::discharge(class Node *)","3,607",174,11.39,0.55,
"Caller","PushRelabel::discharge(class Node *)","PushRelabel::preflow(void)","3,607",174,11.39,0.55,
"Callee","PushRelabel::discharge(class Node *)","[PushRelabel.exe]",37,37,0.12,0.12,
"Callee","PushRelabel::discharge(class Node *)","EdgeEntry::getEndPoint(void)",45,45,0.14,0.14,
"Callee","PushRelabel::discharge(class Node *)","EdgeEntry::getNext(void)",246,246,0.78,0.78,
"Callee","PushRelabel::discharge(class Node *)","EdgeEntry::getResCapacity(void)",15,15,0.05,0.05,
"Callee","PushRelabel::discharge(class Node *)","Graph::getPool(void)",17,17,0.05,0.05,
"Callee","PushRelabel::discharge(class Node *)","Graph::getSource(void)",13,13,0.04,0.04,
"Callee","PushRelabel::discharge(class Node *)","Graph::getTarget(void)",23,23,0.07,0.07,
"Callee","PushRelabel::discharge(class Node *)","HighLabelQueue::addNode(class Node *)",687,39,2.17,0.12,
"Callee","PushRelabel::discharge(class Node *)","Node::getAdjList(void)",30,30,0.09,0.09,
"Callee","PushRelabel::discharge(class Node *)","Node::getExcess(void)",139,139,0.44,0.44,
"Callee","PushRelabel::discharge(class Node *)","Node::getID(void)",59,59,0.19,0.19,
"Callee","PushRelabel::discharge(class Node *)","Node::getLabel(void)",20,20,0.06,0.06,
"Callee","PushRelabel::discharge(class Node *)","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","1,125",133,3.55,0.42,
"Callee","PushRelabel::discharge(class Node *)","PushRelabel::push(int,class EdgeEntry *,int)",242,28,0.76,0.09,
"Callee","PushRelabel::discharge(class Node *)","PushRelabel::relabel(class Node *)",699,128,2.21,0.40,
"Callee","PushRelabel::discharge(class Node *)","std::min<int>(int const &,int const &)",36,20,0.11,0.06,
"Root","PushRelabel::discharge_back(class Node *)","PushRelabel::discharge_back(class Node *)","24,061",1,75.95,0.00,
"Caller","PushRelabel::discharge_back(class Node *)","PushRelabel::flow(void)","24,061",1,75.95,0.00,
"Callee","PushRelabel::discharge_back(class Node *)","EdgeEntry::getCapacity(void)",2,2,0.01,0.01,
"Callee","PushRelabel::discharge_back(class Node *)","EdgeEntry::push(int)",3,2,0.01,0.01,
"Callee","PushRelabel::discharge_back(class Node *)","Node::getLabel(void)",1,1,0.00,0.00,
"Callee","PushRelabel::discharge_back(class Node *)","PushRelabel::findClosestPushBack(class Node *)",8,2,0.03,0.01,
"Callee","PushRelabel::discharge_back(class Node *)","PushRelabel::updateLabels(bool)","24,046","1,599",75.90,5.05,
"Root","PushRelabel::findClosestPushBack(class Node *)","PushRelabel::findClosestPushBack(class Node *)",8,2,0.03,0.01,
"Caller","PushRelabel::findClosestPushBack(class Node *)","PushRelabel::discharge_back(class Node *)",8,2,0.03,0.01,
"Callee","PushRelabel::findClosestPushBack(class Node *)","EdgeEntry::getFlow(void)",3,3,0.01,0.01,
"Callee","PushRelabel::findClosestPushBack(class Node *)","EdgeEntry::isReverseEdge(void)",2,1,0.01,0.00,
"Callee","PushRelabel::findClosestPushBack(class Node *)","Node::getLabel(void)",1,1,0.00,0.00,
"Root","PushRelabel::flow(void)","PushRelabel::flow(void)","24,065",0,75.96,0.00,
"Caller","PushRelabel::flow(void)","PushRelabel::calc(class Graph *,class Node *)","24,065",0,75.96,0.00,
"Callee","PushRelabel::flow(void)","HighLabelQueue::getNode(void)",4,0,0.01,0.00,
"Callee","PushRelabel::flow(void)","PushRelabel::discharge_back(class Node *)","24,061",1,75.95,0.00,
"Root","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","1,125",133,3.55,0.42,
"Caller","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","PushRelabel::discharge(class Node *)","1,125",133,3.55,0.42,
"Callee","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","[PushRelabel.exe]",23,23,0.07,0.07,
"Callee","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","EdgeEntry::getEndPoint(void)",61,61,0.19,0.19,
"Callee","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","EdgeEntry::isSaturated(void)",614,614,1.94,1.94,
"Callee","PushRelabel::isAdmissible(class Node *,class EdgeEntry *)","Node::getLabel(void)",294,294,0.93,0.93,
"Root","PushRelabel::preflow(void)","PushRelabel::preflow(void)","6,030",55,19.03,0.17,
"Caller","PushRelabel::preflow(void)","PushRelabel::calc(class Graph *,class Node *)","6,030",55,19.03,0.17,
"Callee","PushRelabel::preflow(void)","[PushRelabel.exe]",6,6,0.02,0.02,
"Callee","PushRelabel::preflow(void)","HighLabelQueue::getNode(void)","2,321",71,7.33,0.22,
"Callee","PushRelabel::preflow(void)","NodePool::isEmpty(void)",41,41,0.13,0.13,
"Callee","PushRelabel::preflow(void)","PushRelabel::discharge(class Node *)","3,607",174,11.39,0.55,
"Root","PushRelabel::push(int,class EdgeEntry *,int)","PushRelabel::push(int,class EdgeEntry *,int)",242,28,0.76,0.09,
"Caller","PushRelabel::push(int,class EdgeEntry *,int)","PushRelabel::discharge(class Node *)",242,28,0.76,0.09,
"Callee","PushRelabel::push(int,class EdgeEntry *,int)","[PushRelabel.exe]",3,3,0.01,0.01,
"Callee","PushRelabel::push(int,class EdgeEntry *,int)","EdgeEntry::getEndPoint(void)",13,13,0.04,0.04,
"Callee","PushRelabel::push(int,class EdgeEntry *,int)","EdgeEntry::push(int)",126,30,0.40,0.09,
"Callee","PushRelabel::push(int,class EdgeEntry *,int)","Node::decExcess(int)",20,20,0.06,0.06,
"Callee","PushRelabel::push(int,class EdgeEntry *,int)","Node::incExcess(int)",52,52,0.16,0.16,
"Root","PushRelabel::relabel(class Node *)","PushRelabel::relabel(class Node *)",699,128,2.21,0.40,
"Caller","PushRelabel::relabel(class Node *)","PushRelabel::discharge(class Node *)",699,128,2.21,0.40,
"Callee","PushRelabel::relabel(class Node *)","[PushRelabel.exe]",19,19,0.06,0.06,
"Callee","PushRelabel::relabel(class Node *)","EdgeEntry::getEndPoint(void)",25,25,0.08,0.08,
"Callee","PushRelabel::relabel(class Node *)","EdgeEntry::getNext(void)",54,54,0.17,0.17,
"Callee","PushRelabel::relabel(class Node *)","EdgeEntry::getResCapacity(void)",25,25,0.08,0.08,
"Callee","PushRelabel::relabel(class Node *)","Graph::getMaxDistance(void)",4,4,0.01,0.01,
"Callee","PushRelabel::relabel(class Node *)","Graph::getPool(void)",8,8,0.03,0.03,
"Callee","PushRelabel::relabel(class Node *)","HighLabelQueue::addNode(class Node *)",319,21,1.01,0.07,
"Callee","PushRelabel::relabel(class Node *)","Node::getAdjList(void)",9,9,0.03,0.03,
"Callee","PushRelabel::relabel(class Node *)","Node::getLabel(void)",104,104,0.33,0.33,
"Callee","PushRelabel::relabel(class Node *)","Node::setLabel(int)",4,4,0.01,0.01,
"Root","PushRelabel::updateLabels(bool)","PushRelabel::updateLabels(bool)","24,160","1,610",76.26,5.08,
"Caller","PushRelabel::updateLabels(bool)","PushRelabel::calc(class Graph *,class Node *)",114,11,0.36,0.03,
"Caller","PushRelabel::updateLabels(bool)","PushRelabel::discharge_back(class Node *)","24,046","1,599",75.90,5.05,
"Callee","PushRelabel::updateLabels(bool)","[PushRelabel.exe]",273,273,0.86,0.86,
"Callee","PushRelabel::updateLabels(bool)","EdgeEntry::getEndPoint(void)","7,062","7,062",22.29,22.29,
"Callee","PushRelabel::updateLabels(bool)","EdgeEntry::getNext(void)","2,550","2,550",8.05,8.05,
"Callee","PushRelabel::updateLabels(bool)","Graph::getNodesNum(void)",102,102,0.32,0.32,
"Callee","PushRelabel::updateLabels(bool)","Graph::getSource(void)",83,83,0.26,0.26,
"Callee","PushRelabel::updateLabels(bool)","Node::getAdjList(void)",139,139,0.44,0.44,
"Callee","PushRelabel::updateLabels(bool)","Node::getLabel(void)","1,109","1,109",3.50,3.50,
"Callee","PushRelabel::updateLabels(bool)","Node::setLabel(int)",614,614,1.94,1.94,
"Callee","PushRelabel::updateLabels(bool)","std::queue<int,class std::deque<int,class std::allocator<int> > >::~queue<int,class std::deque<int,class std::allocator<int> > >(void)",8,0,0.03,0.00,
"Callee","PushRelabel::updateLabels(bool)","std::queue<int,class std::deque<int,class std::allocator<int> > >::empty(void)const ",290,160,0.92,0.51,
"Callee","PushRelabel::updateLabels(bool)","std::queue<int,class std::deque<int,class std::allocator<int> > >::front(void)","5,312",247,16.77,0.78,
"Callee","PushRelabel::updateLabels(bool)","std::queue<int,class std::deque<int,class std::allocator<int> > >::pop(void)","2,259",175,7.13,0.55,
"Callee","PushRelabel::updateLabels(bool)","std::queue<int,class std::deque<int,class std::allocator<int> > >::push(int const &)","2,749",69,8.68,0.22,
"Root","std::_Allocate<int>(unsigned int,int *)","std::_Allocate<int>(unsigned int,int *)",10,1,0.03,0.00,
"Caller","std::_Allocate<int>(unsigned int,int *)","std::allocator<int>::allocate(unsigned int)",10,1,0.03,0.00,
"Callee","std::_Allocate<int>(unsigned int,int *)","operator new(unsigned int)",9,1,0.03,0.00,
"Root","std::_Char_traits_cat<struct std::char_traits<char> >(void)","std::_Char_traits_cat<struct std::char_traits<char> >(void)",1,1,0.00,0.00,
"Caller","std::_Char_traits_cat<struct std::char_traits<char> >(void)","std::_Traits_helper::move_s<struct std::char_traits<char> >(char *,unsigned int,char const *,unsigned int)",1,1,0.00,0.00,
"Root","std::_Construct<int,int>(int *,int const &)","std::_Construct<int,int>(int *,int const &)",342,241,1.08,0.76,
"Caller","std::_Construct<int,int>(int *,int const &)","std::allocator<int>::construct(int *,int const &)",342,241,1.08,0.76,
"Callee","std::_Construct<int,int>(int *,int const &)","[PushRelabel.exe]",7,7,0.02,0.02,
"Callee","std::_Construct<int,int>(int *,int const &)","operator new(unsigned int,void *)",94,94,0.30,0.30,
"Root","std::_Container_base_secure::_Container_base_secure(void)","std::_Container_base_secure::_Container_base_secure(void)",5,5,0.02,0.02,
"Caller","std::_Container_base_secure::_Container_base_secure(void)","std::_String_base::_String_base(void)",5,5,0.02,0.02,
"Root","std::_Container_base_secure::_Orphan_all(void)const ","std::_Container_base_secure::_Orphan_all(void)const ","1,058",123,3.34,0.39,
"Caller","std::_Container_base_secure::_Orphan_all(void)const ","std::_Container_base_secure::~_Container_base_secure(void)",31,7,0.10,0.02,
"Caller","std::_Container_base_secure::_Orphan_all(void)const ","std::deque<int,class std::allocator<int> >::push_back(int const &)","1,027",116,3.24,0.37,
"Callee","std::_Container_base_secure::_Orphan_all(void)const ","[PushRelabel.exe]",12,12,0.04,0.04,
"Callee","std::_Container_base_secure::_Orphan_all(void)const ","std::_Lockit::_Lockit(int)",463,186,1.46,0.59,
"Callee","std::_Container_base_secure::_Orphan_all(void)const ","std::_Lockit::~_Lockit(void)",460,153,1.45,0.48,
"Root","std::_Container_base_secure::~_Container_base_secure(void)","std::_Container_base_secure::~_Container_base_secure(void)",36,5,0.11,0.02,
"Caller","std::_Container_base_secure::~_Container_base_secure(void)","std::_String_base::~_String_base(void)",36,5,0.11,0.02,
"Callee","std::_Container_base_secure::~_Container_base_secure(void)","std::_Container_base_secure::_Orphan_all(void)const ",31,7,0.10,0.02,
"Root","std::_Debug_lt<int,int>(int const &,int const &,wchar_t const *,unsigned int)","std::_Debug_lt<int,int>(int const &,int const &,wchar_t const *,unsigned int)",16,16,0.05,0.05,
"Caller","std::_Debug_lt<int,int>(int const &,int const &,wchar_t const *,unsigned int)","std::min<int>(int const &,int const &)",16,16,0.05,0.05,
"Root","std::_Debug_pointer<char>(char const *,wchar_t const *,unsigned int)","std::_Debug_pointer<char>(char const *,wchar_t const *,unsigned int)",4,4,0.01,0.01,
"Caller","std::_Debug_pointer<char>(char const *,wchar_t const *,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char const *,unsigned int)const ",3,3,0.01,0.01,
"Caller","std::_Debug_pointer<char>(char const *,wchar_t const *,unsigned int)","std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >::find_first_of(char const *,unsigned int,unsigned int)const ",1,1,0.00,0.00,
"Root","std::_Deque_const_iterator<int,class std::allocator<int>,1>::_Deque_const_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","std::_Deque_const_iterator<int,class std::allocator<int>,1>::_Deque_const_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","1,959",302,6.18,0.95,
"Caller","std::_Deque_const_iterator<int,class std::allocator<int>,1>::_Deque_const_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","std::_Deque_iterator<int,class std::allocator<int>,1>::_Deque_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","1,959",302,6.18,0.95,
"Callee","std::_Deque_const_iterator<int,class std::allocator<int>,1>::_Deque_const_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","[PushRelabel.exe]",16,16,0.05,0.05,
"Callee","std::_Deque_const_iterator<int,class std::allocator<int>,1>::_Deque_const_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","std::_Iterator_base::_Adopt(class std::_Container_base_secure const *)","1,317",335,4.16,1.06,
"Callee","std::_Deque_const_iterator<int,class std::allocator<int>,1>::_Deque_const_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","std::_Ranit<int,int,int const *,int const &>::_Ranit<int,int,int const *,int const &>(void)",324,90,1.02,0.28,
"Root","std::_Deque_const_iterator<int,class std::allocator<int>,1>::~_Deque_const_iterator<int,class std::allocator<int>,1>(void)","std::_Deque_const_iterator<int,class std::allocator<int>,1>::~_Deque_const_iterator<int,class std::allocator<int>,1>(void)","1,729",141,5.46,0.45,
"Caller","std::_Deque_const_iterator<int,class std::allocator<int>,1>::~_Deque_const_iterator<int,class std::allocator<int>,1>(void)","std::_Deque_iterator<int,class std::allocator<int>,1>::~_Deque_iterator<int,class std::allocator<int>,1>(void)","1,729",141,5.46,0.45,
"Callee","std::_Deque_const_iterator<int,class std::allocator<int>,1>::~_Deque_const_iterator<int,class std::allocator<int>,1>(void)","[PushRelabel.exe]",7,7,0.02,0.02,
"Callee","std::_Deque_const_iterator<int,class std::allocator<int>,1>::~_Deque_const_iterator<int,class std::allocator<int>,1>(void)","std::_Ranit<int,int,int const *,int const &>::~_Ranit<int,int,int const *,int const &>(void)","1,581",65,4.99,0.21,
"Root","std::_Deque_const_iterator<int,class std::allocator<int>,1>::operator*(void)const ","std::_Deque_const_iterator<int,class std::allocator<int>,1>::operator*(void)const ",458,458,1.45,1.45,
"Caller","std::_Deque_const_iterator<int,class std::allocator<int>,1>::operator*(void)const ","std::_Deque_iterator<int,class std::allocator<int>,1>::operator*(void)const ",458,458,1.45,1.45,
"Root","std::_Deque_iterator<int,class std::allocator<int>,1>::_Deque_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","std::_Deque_iterator<int,class std::allocator<int>,1>::_Deque_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","2,062",98,6.51,0.31,
"Caller","std::_Deque_iterator<int,class std::allocator<int>,1>::_Deque_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","std::deque<int,class std::allocator<int> >::begin(void)","2,062",98,6.51,0.31,
"Callee","std::_Deque_iterator<int,class std::allocator<int>,1>::_Deque_iterator<int,class std::allocator<int>,1>(unsigned int,class std::_Container_base_secure const *)","[PushRelabel.exe]",5,5,0.02,0.02,
